停車場型態,停車場代碼,停車場名稱,停車場地址,停車場電話,即時車位,一般大型車,一般小型車,身障者小型車,婦幼者小型車,綠能小型車,一般機車,身障者機車,latitude,longitude
民營停車場,110074,善新停車場,臺南市善化區善新大道近龍目井路(善新段90地號),978173835,-1,0,112,2,0,0,0,0,23.111524,120.310671
民營停車場,110075,竑穗安平古堡停車場,臺南市安平區安平路185號（漁港段85地號）,06-2289846,-1,5,39,2,1,1,0,0,22.999973,120.160328
民營停車場,110079,衛生福利部臺南醫院收費停車場,臺南市中西區臺南市中西區中山路125號,06-2200055#2506,-1,0,253,8,6,6,460,10,22.995136,120.20891
民營停車場,110081,宏益停車場,臺南市永康區臺南市永康區中山路411號旁,06-2327260,-1,0,0,0,0,0,186,4,23.037419,120.254003
民營停車場,110082,方便停台南府前場停車場,臺南市安平區安平區府前路2段612號旁,0800-000-407,-1,0,40,1,1,1,0,0,22.993673,120.184637
民營停車場,110083,方便停台南中華西路場停車場,臺南市中西區中西區中華西路2段76號旁,0800-000-407,-1,0,7,1,0,1,0,0,22.994034,120.186776
民營停車場,110085,化石館停車場,臺南市左鎮區榮和里61-23號對面,952465905,-1,0,27,1,1,1,0,0,23.064119,120.388915
民營停車場,110086,竑穗兵仔市停車場,臺南市永康區永康區中華一路65號旁,06-2289846,-1,0,29,1,1,1,0,0,23.004195,120.236698
民營停車場,110087,康睿大樓地下停車場,臺南市新營區隋唐街218號B1、B2,06-6592345,-1,0,35,1,1,1,0,0,23.308444,120.300368
民營停車場,110088,台灣聯通台南忠義停車場,臺南市中西區忠義路2段177號旁(觀音段718、726、727、728地號),02-2523-5000,-1,0,13,1,1,0,0,0,22.996748,120.204157
民營停車場,110089,三亞停車場,臺南市新市區新市區富安七街32號旁,932868931,-1,0,17,1,0,0,0,0,23.083189,120.294399
民營停車場,110090,田橋停車場,臺南市新市區新市區富安五街22號旁,912173588,-1,0,29,1,0,0,0,0,23.081825,120.291493
民營停車場,110091,嘟嘟房台南和緯站停車場,臺南市北區和緯路2段53號對面,02-26550818,-1,0,47,1,1,1,0,0,23.011136,120.209889
民營停車場,110092,善西停車場,臺南市善化區蓮潭南街與善新西路交叉口（善新段271-1地號）,929761632,-1,0,10,1,0,0,0,0,23.11098,120.303032
民營停車場,110093,衛生福利部新營醫院附設停車場,臺南市新營區臺南市新營區信義街73號(民治段359地號),06-6351131#2308,-1,0,77,3,2,1,0,0,23.308246,120.313372
民營停車場,110095,新長越民權路停車場,臺南市中西區臺南市中西區民權路2段254號空地（新美段578地號）,02-27785756,-1,0,14,1,0,1,0,0,22.996007,120.200376
民營停車場,110096,Times台南民族路二段停車場,臺南市中西區臺南市中西區民族路2段149號旁（中山段500地號部份）,800888924,-1,0,5,1,0,1,0,0,22.995079,120.207371
民營停車場,110098,ViViPARK台南東安路停車場,臺南市東區東安路241號對面（光明段613-2、613-4、635地號）,02-25366655,-1,0,34,1,1,1,0,0,22.996197,120.227295
民營停車場,110101,國賓停車場,臺南市北區成功路2號B3,06-2223316,-1,0,82,1,1,1,0,0,22.997992,120.211422
民營停車場,110104,新化區廣停二地下停車場,臺南市新化區中正路498號B1~B3,06-5905599,-1,0,52,2,2,1,0,0,23.038342,120.307527
民營停車場,110107,育成好好停車場,臺南市北區育成路191巷31弄（北元段354地號）,974277232,-1,0,32,1,0,0,0,0,23.017828,120.206052
民營停車場,110113,台灣聯通台南虎尾寮停車場,臺南市東區富農街1段131巷54號旁（富農段619、635、712地號）,02-25235000,-1,0,52,2,2,1,0,0,22.981927,120.232678
民營停車場,111001,佳里光復停車場,臺南市佳里區和平街168號旁,970853123,-1,0,45,2,1,1,0,0,23.162515,120.1754
民營停車場,111002,多多停車場,臺南市善化區陽光大道小新國小對面（善新段207、208地號）,953149519,-1,0,47,1,1,1,0,0,23.115707,120.307757
民營停車場,111004,震禾企業善化陽光停車場,臺南市善化區陽光三路232巷2號旁（善新段38地號）,908377689,-1,0,46,1,1,1,0,0,23.115702,120.3097
民營停車場,111005,上御亭鹽埕停車場,臺南市南區金華路1段484巷99弄（鹽埕段270、270-4、270-17、270-21地號）,07-2250198,-1,0,128,3,0,0,0,0,22.972075,120.193752
民營停車場,111006,台灣聯通永康中正停車場,臺南市永康區中正路788號旁（鹽東段1172、1173-2地號）,02-25235000,-1,0,7,1,0,1,0,0,23.037516,120.241516
民營停車場,111008,和P停車場,臺南市安平區中華西路二段345號旁（新南段23-42地號）,976529592,-1,0,10,1,0,1,0,0,22.993556,120.186602
民營停車場,111012,和雲台南蓮潭北三街停車場,臺南市善化區蓮潭北三街（善新段143地號）,809050550,-1,0,21,1,0,0,0,0,23.118423,120.307609
民營停車場,111015,新樓醫院停車場,臺南市東區東門路1段57號,975166001,-1,0,136,4,4,2,0,0,22.989099,120.212687
民營停車場,111016,和雲台南龍目井路停車場,臺南市新市區龍目井路99號對面（營新段14地號）,809050550,-1,0,143,3,3,3,0,0,23.110344,120.307624
民營停車場,111017,麻豆市五停車場,臺南市麻豆區臺南市麻豆區中正路80號(保安段347地號),06-570-6776,-1,0,89,1,1,1,0,0,23.186097,120.249837
民營停車場,111019,和雲台南蓮潭路停車場,臺南市善化區蓮潭路61號旁（善新段119-1地號）,809050550,-1,0,81,2,2,2,0,0,23.11345,120.30897
民營停車場,111020,BUBU恰恰停車場,臺南市安南區怡安路2段（怡中段456、467地號）,06-2919966,-1,0,86,2,2,2,0,0,23.044626,120.1961
民營停車場,111022,台南翔勝停車場,臺南市永康區勝華街37巷（兵北段303、260、277-9地號）,973987018,-1,0,36,1,1,1,0,0,23.004706,120.233746
民營停車場,111024,台南都會公園文賢停車場,臺南市仁德區臺南市仁德區文華路二段62號(公園段230~234地號等5筆土地),06-266-0808,-1,0,687,22,14,2,214,4,22.936676,120.228188
民營停車場,111025,奇美博物館P1,臺南市仁德區臺南市仁德區文華路二段62號(奇美博物館正門南側),06-2660800,-1,60,81,4,4,2,0,0,22.934484,120.221216
民營停車場,111026,奇美博物館P2,臺南市仁德區臺南市仁德區文華路二段62號(奇美博物館正門北側),06-2660800,-1,0,185,7,4,1,0,0,22.934484,120.221216
民營停車場,111027,奇美博物館P3,臺南市仁德區臺南市仁德區文華路二段62號(文華路虎山橋旁),06-2660800,-1,0,63,2,2,1,308,6,22.937478,120.224646
民營停車場,111028,和雲台南善新西路停車場,臺南市善化區善新西路近蓮潭南街（善新段270地號）,809050550,-1,0,19,1,0,0,0,0,23.111162,120.302965
民營停車場,111029,竑穗成功大學醫學中心附屬停車場,臺南市北區臺南市北區勝利路138號（東興段845地號）,800208333,-1,0,55,2,2,2,62,2,23.001281,120.218925
民營停車場,111030,寶盛台南武聖光賢停車場,臺南市中西區中華西路2段580巷21弄（武聖段2288-4地號）,07-3137601,-1,0,80,2,2,2,0,0,23.003618,120.187727
民營停車場,111032,育善停車場,臺南市佳里區佳里區育善街（安西段225地號）,934137869,-1,0,6,1,0,0,0,0,23.165459,120.169156
民營停車場,111033,五都停車場高鐵台南六站,臺南市歸仁區武當路（武東段262、263地號）,929910000,-1,0,451,10,10,10,0,0,22.926792,120.282996
民營停車場,111034,五都停車場高鐵台南旗艦站,臺南市歸仁區高鐵二路與高鐵大道交叉口（武東段269地號）,929910000,-1,0,616,14,14,14,0,0,22.92442,120.282463
民營停車場,111035,竑穗中醫安南第五停車場,臺南市安南區長和路2段66號（和農段925地號部分）,800208333,-1,0,308,7,7,7,0,0,23.067682,120.223354
民營停車場,111037,GoParking台南永康五福街第二停車場,臺南市永康區五福街71號旁（南新段466、466-1、467、467-1、476-1地號）,965338876,-1,0,27,1,0,0,0,0,23.013025,120.233135
民營停車場,111041,台灣聯通台南莊敬停車場,臺南市東區莊敬路270號對面(東光段51-16、51-17、51-18、51-19地號等4筆土地),02-2523-5000,-1,0,144,3,3,1,0,0,22.997197,120.233599
民營停車場,111042,Times藏壽司台南中華西路店停車場,臺南市中西區中華西路2段625號(頂美段1325、1328、1329地號),800888924,-1,0,43,1,1,1,0,0,23.000096,120.186657
民營停車場,111043,TimesUniqlo台南新營復興路店平面停車場,臺南市新營區復興路490號,02-2504-6098,-1,0,38,1,1,1,0,0,23.305284,120.29905
民營停車場,111044,城市車旅國際停車場,臺南市新市區國際路13號3F、4F,800208333,-1,0,126,2,2,2,0,0,23.079138,120.297998
民營停車場,111045,大臺南會展中心停車場,臺南市歸仁區歸仁十二路3號（武東段276地號）,02-87805688,-1,0,518,12,12,8,449,10,22.920177,120.285059
民營停車場,111047,鼎豐國際開發股份有限公司怡平停車場,臺南市安平區怡平路與健康二街交叉口(金華段50、50-1~50-4地號共5筆土地),906521332,-1,0,13,1,0,1,0,0,22.993792,120.174372
民營停車場,111048,盛川永康停車場,臺南市永康區臺南市永康區臺鐵永康站旁（四維段48、49、50、51、52地號）,932495212,-1,0,0,0,0,0,61,1,23.038187,120.253387
民營停車場,111050,吉拾停車場臨安場,臺南市北區臨安路二段310號頂樓,02-82280188,-1,0,44,1,1,1,0,0,23.004625,120.202628
民營停車場,111055,好牧人科技有限公司東豐站停車場,臺南市北區北區前鋒路與東豐路西南側(東豐段1242.1242-1地號),975869659,-1,0,13,1,0,1,0,0,23.00362148,120.2149664
民營停車場,111056,台灣聯通台南怡安停車場,臺南市安南區安南區安中路一段856-1號旁空地,02-25235000,-1,0,13,1,0,1,0,0,23.044024,120.194129
民營停車場,111057,永恆停車場,臺南市永康區永康區埔園街84號旁空地(埔園段727-2.734.735地號),933628258,-1,0,31,1,0,0,0,0,23.030848,120.25907
民營停車場,111058,幸福工廠停車場,臺南市仁德區仁德區二仁段577.578.579地號,06-2695588,-1,0,70,0,0,2,0,0,22.948272,120.216581
民營停車場,111059,東七收費停車場,臺南市永康區永康區東橋七路101號旁(橋北段144地號),06-2459911,-1,0,17,1,0,0,0,0,23.019221,120.238105
民營停車場,111065,捷絲旅臺南十鼓館停車場,臺南市仁德區仁德區文華路二段300號,06-2662218*8303,-1,0,75,2,2,1,0,0,22.937874,120.230321
民營停車場,111066,Times燦坤台南永華二店停車場,臺南市安平區臺南是安平區永華路二段35號,809008924,-1,0,9,1,1,1,0,0,22.989024,120.185767
民營停車場,111071,TimesUNIQLO臺南永康永大路店停車場,臺南市永康區永大路三段168號,02-2504-6098,-1,0,43,1,1,1,0,0,23.031159,120.260281
民營停車場,111072,台糖武東停車場,臺南市歸仁區歸仁區武當路與歸仁十二路西北側(武東段272地號土地),07-8230230,-1,0,99,3,3,8,0,0,22.922303,120.284787
民營停車場,111073,GoParking台南永康五福街停車場,臺南市永康區五福街71號旁（南新段476-2地號）,965338876,-1,0,39,1,1,1,0,0,23.013376,120.233942
民營停車場,111075,新光三越百貨股份有限公司台南西門分公司停車場,臺南市中西區西門路1段658號,06-303-0999,-1,0,1511,37,31,1,0,0,22.986936,120.199802
民營停車場,111076,南風村停車場,臺南市東區台南市東區中華東路一1段92號地下二樓(東光段99地號),06-2013561,-1,0,115,3,3,1,0,0,22.995468,120.234068
民營停車場,111077,嘟嘟房高鐵台南站停車場,臺南市歸仁區歸仁大道100號,06-601-952502-2655-1516,-1,0,645,15,24,2,433,9,22.925709,120.284688
民營停車場,111078,Times台南民族路二段第2停車場,臺南市中西區中西區民族路二段81號旁,,-1,0,22,1,0,1,0,0,22.994427,120.209215
民營停車場,111080,TIMES台南金華路三段停車場,臺南市中西區金華路三段233號北側空地,02-2504-6098,-1,0,22,1,1,1,0,0,22.995221,120.193372
民營停車場,111081,Times台南忠義路二段停車場,臺南市中西區臺南市中西區忠義路二段（觀音段415、416地號）,0800-888-924,-1,0,22,1,0,1,0,0,22.997749,120.204697
民營停車場,111082,Times台南U.I.JHotelHostel停車場,臺南市中西區臺南市中西區友愛街115巷5號,0800-888-924,-1,0,29,1,1,1,0,0,22.990889,120.199656
民營停車場,111084,台南崇善十街停車場,臺南市東區崇善十街61號旁,,-1,0,49,1,1,1,0,0,22.97185379,120.2320231
民營停車場,111085,東門停車場,臺南市東區臺南市東區東門路一段187號旁,,-1,0,23,1,1,1,0,0,22.987678,120.215782
民營停車場,111086,好市多台南店停車場,臺南市北區北區和緯路四段8號,926512280,-1,0,556,13,12,12,0,0,23.010055,120.193673
民營停車場,111088,善化龍目井停車場,臺南市善化區善化區龍目井路506號對面空地,913551117,-1,0,52,2,2,2,0,0,23.1097199,120.3030401
民營停車場,111089,Times台南府東街停車場,臺南市東區府東街105號對面,,-1,0,19,1,1,1,0,0,22.98603978,120.2176255
民營停車場,111093,Times台南中山南路停車場,臺南市永康區中山南路420號旁,809008924,-1,0,48,1,1,1,0,0,23.01694438,120.2384407
民營停車場,111097,玖鑫物業管理顧問有限公司玖鑫停車場,臺南市東區臺南市東區中華東路一段66、68、70號地下2樓,06-2013561,-1,0,95,2,2,2,0,0,22.99667,120.23412
民營停車場,111099,鼎豐國際開發股份有限公司富農停車場,臺南市東區富農街一段131巷55號旁(富農段892地號),0906-521332,-1,0,17,1,0,1,0,0,22.981745,120.232923
民營停車場,111100,蓮新停車場,臺南市善化區善新段49.50.91地號,915508400,-1,0,71,2,0,0,0,0,23.11491,120.31057
民營停車場,111101,博客停車場開發股份有限公司燦坤海佃場,臺南市安南區臺南市安南區海佃路1段329號,02-29488889,-1,0,146,4,4,1,0,0,23.026049,120.191006
民營停車場,111110,柳營新天地停車場,臺南市柳營區太康村201-10號,06-622-6869,-1,0,341,8,7,1,303,7,23.289913,120.329166
民營停車場,111111,成功路停車場,臺南市中西區忠義路2段237號旁(觀音段577、580、581、582地號),02-2778-5756,-1,0,23,1,1,1,0,0,22.998212,120.204623
民營停車場,111113,西賢停車場,臺南市中西區民權路四段與西賢街口(成光段377-49地號),982098017,-1,0,19,1,0,0,0,0,22.99936,120.17914
民營停車場,111115,民族路停車場,臺南市東區東區民族路一段45號西側(育樂段1061地號),04-22365433,-1,0,24,1,1,2,48,1,22.963,120.23441
民營停車場,111116,嘟嘟房台南崇善站停車場,臺南市東區崇善16街16號對面空地(德高段454-14.463-1地號),04-22365433,-1,0,44,2,2,2,0,0,22.963,120.23441
民營停車場,111119,翔磐停車場,臺南市永康區中山路433號旁(四維段27.94地號),937626880,-1,0,0,0,0,0,121,3,23.03892383,120.2537155
民營停車場,111120,翔赫停車場,臺南市永康區中山南路231巷33號隔壁(永康段1522地號土地),937626880,-1,0,19,1,0,0,0,0,23.01592,120.23488
民營停車場,111121,富鴻達國際事業有限公司愛買永康營業處停車場,臺南市永康區中正南路533號(永康鹽西段1108.1124地號),,-1,0,8,1,0,0,0,0,23.03436,120.2287
民營停車場,111124,奇美醫院第五停車場,臺南市永康區甲頂路220號,,-1,0,30,1,1,1,0,0,23.019893,120.217509
民營停車場,111128,台南中洲場停車場,臺南市仁德區仁德區台鐵中洲站旁(中洲段1086地號土地),902218886,-1,0,0,0,0,0,102,2,22.90286,120.24664
民營停車場,111129,尖山埤江南渡假村停車場,臺南市柳營區旭山里60號,06-623-3888#4360,-1,15,313,7,6,1,0,0,23.266749,120.392637
民營停車場,111130,招商公園北站停車場,臺南市中西區公園北路156號對面(北華段131-3地號),968083330,-1,0,26,1,1,1,0,0,23.00455,120.20685
民營停車場,111131,七股鹽山停車場,臺南市七股區鹽埕里66號,06-780-0511#49、30,-1,0,80,2,2,0,22,2,23.154948,120.098966
民營停車場,111132,助安168台南高鐵停車場,臺南市歸仁區臺南市歸仁區歸仁十路旁高鐵高架橋下（武東段69地號）,02-27546661,-1,0,114,2,2,2,0,0,22.926631,120.285428
民營停車場,111133,Times全聯台南仁和店停車場,臺南市東區仁和路77-38號店鋪後方(仁和段374-2地號),987753515,-1,0,5,1,0,1,0,0,22.90286,120.24664
民營停車場,111134,娛樂城停車場,臺南市中西區公園路60號,06-225-9101,-1,0,83,2,2,1,0,0,22.995506,120.206413
民營停車場,111135,台灣聯通台南永明停車場,臺南市永康區永明街28號旁土地(安康段3-6號等地號),02-25235000*1138,-1,0,46,1,1,1,0,0,23.02563,120.25897
民營停車場,111136,中榮里公有停車場,臺南市安定區安定區中榮里許中營1之6號旁空地(中榮段218地號),,-1,0,20,1,0,0,0,0,23.09456,120.23988
民營停車場,111137,台灣聯通台南隋唐停車場,臺南市新營區新營區隋唐街197號前空地(新營段839-86等地號),,-1,0,32,1,1,1,0,0,23.30722,120.3
民營停車場,111143,佳鴻停車場,臺南市安南區安南區郡安路六段55巷140號對面空地,,-1,0,119,2,2,2,0,0,23.02706,120.18895
民營停車場,111145,城市車旅新營公誠停車場,臺南市新營區臺南市新營區新進路222巷與公誠街7巷旁空地(興業段537、537-1地號),,-1,0,34,1,1,2,0,0,23.30328,120.32012
民營停車場,111147,郭綜合醫院立體停車場,臺南市中西區民生路2段27號,06-222-1111#3125,-1,0,108,2,0,0,0,0,22.994758,120.19839
民營停車場,111148,耀美停車場,臺南市中西區臺南市中西區中華西路二段580巷21弄與中華路二段580巷交叉口東北側（武聖段2288-8地號土地）,0935-958216,-1,0,14,1,0,0,0,0,23.002857,120.187818
民營停車場,111151,台灣大車位台南東區東門路二段場停車場,臺南市東區臺南市東區東門路二段148號(龍泉段61地號土地),02-28080392,-1,0,2,1,0,0,0,0,22.98581136,120.2210798
民營停車場,111152,MITSUIOUTLETPARK台南顧客停車場,臺南市歸仁區歸仁大道101號,06-3033030,-1,0,1632,35,36,11,897,20,22.925176,120.287385
民營停車場,111153,竑穗水交社停車場,臺南市南區臺南市南區興昌路南側空地,,-1,0,187,4,4,4,0,0,22.976226,120.199062
民營停車場,111154,蓮潭南街善新停車場,臺南市善化區臺南市善化區善新段112地號(蓮潭南街112號旁空地),911702207,-1,0,32,1,0,0,0,0,23.112182,120.308866
民營停車場,111155,博客停車場開發股份有限公司藏壽司開元場停車場,臺南市北區臺南市北區開元路163號(富台段967、968、969、970、971及972地號),(02)2948-8889#222,-1,0,49,1,1,1,0,0,23.00734105,120.218959
民營停車場,111156,善新蓮潭北停車場,臺南市善化區臺南市善化區蓮潭北一街296號旁(善新段0238-1、0239地號),979866123,-1,0,25,1,0,0,0,0,23.115197,120.305557
民營停車場,111157,上御亭郡平停車場,臺南市安平區安平區郡平路68號,,-1,0,25,2,1,1,0,0,22.98942,120.17149
民營停車場,111158,行政服務區地下停車場,臺南市新市區臺南市新市區南科三路22號B1(新科段108地號),06-5051001#2104,-1,0,375,14,9,8,438,6,23.10149506,120.2822156
民營停車場,112002,Times台南歸仁大道停車場,臺南市歸仁區台南市歸仁區歸仁大道與歸仁五路交叉口(武東段142地號),987753515,-1,0,201,4,4,4,0,0,22.928397,120.28516
民營停車場,112007,走馬瀨農場停車場,臺南市大內區二溪里唭子瓦60號,06-576-0121,-1,9,140,3,3,3,11,1,23.136501,120.429929
民營停車場,112008,綠園停車場,臺南市中西區中山路39號(中西區三民段74地號土地),973283987,-1,0,15,1,0,0,0,0,22.993383,120.206207
民營停車場,112010,台灣大車位臨安路一段場,臺南市中西區臨安路一段240號旁空地(臨安段69-1.69-2地號),02-28080392,-1,0,3,1,0,0,0,0,23.00177,120.19451
民營停車場,112011,盛川停車場,臺南市永康區臺南市永康區中華路829號旁(大橋車站前),932495212,-1,0,0,0,0,0,110,3,23.019417,120.224546
民營停車場,112012,台南活水路樹谷園區停車場,臺南市新市區活水路1號,06-588-9955,-1,0,252,6,6,1,32,0,23.104445,120.261405
民營停車場,112012,城市車旅中醫安南停車場,臺南市安南區臺南市安南區長和路二段66號(長和段865、865-1、866地號),0800-208333,-1,0,189,6,4,4,98,2,23.064159,120.223784
民營停車場,112015,齊杉建平華平停車場,臺南市安平區臺南市安平區建平七街近華平路口（金華段139地號）,0913-551117,-1,0,22,1,1,1,0,0,22.989508,120.174301
民營停車場,112016,阿卡停車場,臺南市中西區臺南市中西區中山路164巷(廣慈段140、140-1地號),910941145,-1,0,0,0,0,0,196,4,22.995177,120.21032
民營停車場,112017,嘟嘟房臺南永康中正停車場,臺南市中西區臺南市永康區中正路970巷9號2至4樓(鹽東段1786地號土地),(02)2655-0818,-1,0,43,1,1,0,0,0,23.04109547,120.2384873
民營停車場,112018,台灣聯通台南大東停車場,臺南市東區臺南市東區長榮路1段223號旁空地,(02)2523-5000,-1,0,161,5,3,3,0,0,22.985222,120.218129
民營停車場,112019,安南仁安場,臺南市中西區臺南市安南區仁安路130號旁空地(新淵段782地號土地),(02)7715-2938,-1,0,36,1,1,1,0,0,23.05091725,120.177212
民營停車場,112020,育北停車場,臺南市北區育北街30號對面,910816584,-1,0,35,1,0,0,0,0,23.015525,120.208002
民營停車場,112021,嘟嘟房永康東橋站停車場,臺南市永康區臺南市永康區東橋六街15號對面（橋北段82、82-7~12地號共7筆土地）,02-26550818,-1,0,38,2,2,2,0,0,23.019109,120.233972
民營停車場,112022,石門國民小學停車場,臺南市安平區安平路700號,06-222-3332#315,-1,0,14,1,1,1,0,0,22.999626,120.166319
民營停車場,112023,詮營股份有限公司台南（一）收費處,臺南市歸仁區武東段241地號(高鐵橋下-歸仁八路與歸仁十路間),06-303-2959,-1,0,186,3,5,4,0,0,22.928577,120.284453
民營停車場,112024,城市車旅國泰置地站停車場,臺南市中西區臺南市中西區和意路1號B1~B3、B5~B7(南門段1054、1055、1057地號),,-1,0,784,22,21,22,1111,24,22.98813412,120.1995837
民營停車場,112025,台灣大車位台南北區文賢路場,臺南市北區臺南市北區文賢路546巷16號旁空地(小北段1526、1527地號),,-1,0,5,1,0,0,0,0,23.00763744,120.1945572
民營停車場,112026,鹽水觀光美食城停車場,臺南市鹽水區康樂路56號(後厝段551、553地號),921268747,-1,0,16,1,0,1,0,0,23.319441,120.268832
民營停車場,112027,台灣大車位台南安平建平七街場,臺南市安平區臺南市安平區建平七街422號旁空地(金華段141-5、141-6及141-17地號土地),,-1,0,23,1,0,0,0,0,22.9895083,120.1761718
民營停車場,112028,晟峰停車場,臺南市永康區臺南市永康區新中街337號對面空地(鹽東段1471-1及1471-2地號),,-1,0,141,4,0,0,0,0,23.04114824,120.2439822
民營停車場,112029,見橋停車場,臺南市永康區中華路870號旁空地(六甲頂段522地號),0913-551117,-1,0,0,0,0,0,93,2,23.021339,120.22181
民營停車場,112030,臺南中正停車場,臺南市中西區中西區中正路313號旁,06-2096898,-1,0,92,2,2,2,0,0,22.9933108,120.1952397
民營停車場,112031,168停車聯盟-台南北門場停車場,臺南市中西區臺南市中西區北門路一段101號地下室,,-1,0,35,1,1,1,0,0,22.99246077,120.211429
民營停車場,112032,和雲台南陽光三路停車場,臺南市善化區臺南市善化區陽光三路250號旁空地,,-1,0,45,1,1,0,0,0,23.11655972,120.3098252
民營停車場,112033,助安168台南衛民停車場,臺南市中西區衛民街67號,02-27546661,-1,0,27,1,1,1,0,0,22.992878,120.210159
民營停車場,112034,山上花園水道博物館停車場,臺南市山上區山上里16號（大新段334、456地號）,06-5781900,-1,10,117,3,3,1,0,0,23.096233,120.361
民營停車場,112035,成功大學大學路地下停車場,臺南市東區台南市東區大學路1號(東寧段53地號),06-2089516,-1,0,124,2,3,3,0,0,22.996275,120.222427
民營停車場,112036,GoParking台南東門林森停車場,臺南市東區臺南市東區東門路95號旁(東安段822、904、905、923、925、925-1、926及927地號),,-1,0,29,1,1,1,0,0,22.97969069,120.2322497
民營停車場,112037,台灣大車位台南中西民生路一段場,臺南市中西區臺南市中西區民生路一段42號旁(白金段683、684、697及699地號),,-1,0,11,1,0,0,0,0,22.99347031,120.2036239
民營停車場,A01591,台南機場地下停車場,臺南市南區機場路775號地下室1樓,06-336-933806-260-1257,43,0,106,3,4,1,0,0,22.947833,120.216238
民營停車場,B00017,竑穗東興停車場,臺南市東區臺南市東區東興路(光明段428-2、428-3地號),06-228-9846,24,0,36,1,1,1,0,0,22.991219,120.228658
民營停車場,B00018,竑穗華平二站停車場,臺南市安平區臺南市安平區華平路515號旁(金華段51-7地號),06-2289846,13,0,17,1,1,1,0,0,22.994064,120.175394
民營停車場,B00021,竑穗永福停車場,臺南市南區臺南市南區健康路1段近永福路口（鹽埕段1-656、1-657、169-2、168-53、168-3、169-43地號）,06-2289846,19,0,31,1,1,1,0,0,22.981218,120.20006
民營停車場,B00023,竑穗國泰置地停車場,臺南市中西區臺南市中西區和意路1號B1~B3、B5~B7(南門段1054、1055、1057地號),02-2289846,527,0,785,22,21,21,1111,24,22.988295,120.199559
民營停車場,B00028,竑穗家樂福安平店停車場,臺南市中西區中華西路2段16號3樓,06-2289846,553,0,162,4,4,4,0,0,22.987627,120.187021
民營停車場,B00037,竑穗建業停車場,臺南市中西區建業街58號,06-228-9846,26,0,44,1,1,1,0,0,22.987918,120.205482
民營停車場,B00039,竑穗西華停車場,臺南市北區西華街36號(公園段267地號),06-228-9846,8,0,15,1,1,1,0,0,22.99953,120.210705
民營停車場,B00040,竑穗北安停車場,臺南市北區北安路1段145號旁,926700388,14,0,14,1,1,1,0,0,23.017262,120.208961
民營停車場,B00041,竑穗永華停車場,臺南市安平區永華路2段701號後方（金華段135地號）,926700388,33,0,43,1,1,1,0,0,22.990331,120.171921
民營停車場,B00042,城市車旅富北停車場,臺南市北區臺南市北區富北街12號旁(北門派出所後方),06-2224851,12,0,5,1,0,0,0,0,22.998071,120.211587
民營停車場,B00046,福吉停車場,臺南市南區臺南市南區健康路2段198巷,06-228-9846,15,0,19,1,0,0,0,0,22.982014,120.19214
民營停車場,B00050,竑穗成大勝利停車場,臺南市東區東區東寧路15巷近長榮路3段,06-2289846,18,0,84,2,2,2,0,0,22.99283,120.221264
民營停車場,B00051,竑穗善化中正停車場,臺南市善化區光明路70號旁（善中段332地號）,06-2289846,11,0,8,1,1,1,0,0,23.130524,120.294323
民營停車場,B00052,竑穗新營和平停車場,臺南市新營區新進路2段109號B1,06-2289846,7,0,27,1,1,1,0,0,23.300221,120.310002
民營停車場,B00053,城市車旅府連停車場,臺南市東區東區大同路一段197巷18號旁(府連段362地號部分363-1部分.365~372及313-1等11筆),,5,0,50,1,1,1,0,0,22.983838,120.211918
民營停車場,B00054,城市車旅富中停車場,臺南市新市區富中街132號對面(新北段38、41、42地號),800208333,38,0,71,2,2,2,0,0,23.083035,120.293479
民營停車場,B00055,城市車旅中華西停車場,臺南市中西區中華西路一段與建南路交叉處空地(新興段266地號),,7,0,25,1,1,1,0,0,22.985117,120.186259
民營停車場,B00056,城市車旅太子成大勝利停車場,臺南市東區勝利路116號成大校友會館B1~B3,800208333,130,0,254,6,6,6,761,16,22.996159,120.218981
民營停車場,B00057,臺南北門停車場,臺南市東區東區北門路二段28號旁空地,06-2096898,21,0,27,1,1,1,91,4,23.00079768,120.2131922
民營停車場,B00058,俥亭永康復華停車場,臺南市永康區復華一街180號對面（永華段1390地號）,06-3121033,21,0,29,1,1,1,0,0,23.005519,120.241833
民營停車場,B00060,台南西門二停車場,臺南市中西區臺南市中西區西門路一段430號旁(南門段1925、1929地號),,29,0,45,1,1,1,0,0,22.982444,120.197757
民營停車場,B00066,俥亭中華東路停車場,臺南市東區臺南市東區中華東路2段311號旁,06-2089516,8,0,17,1,1,1,0,0,22.981901,120.230742
民營停車場,B00067,日月亭五妃廟停車場,臺南市中西區臺南市中西區南門路237巷4號對面,06-2141307,24,0,61,2,2,2,0,0,22.983251,120.204714
民營停車場,B00068,俥亭慶平停車場,臺南市安平區臺南市安平區慶平路485號旁（金華段57-26地號）,06-2210036,9,0,29,1,1,1,0,0,22.996927,120.173206
民營停車場,B00069,臨安民生路停車場,臺南市中西區民生路二段374號旁,06-312-1033,32,0,29,1,1,1,0,0,22.997775,120.18881
民營停車場,B00070,日月亭武東停車場,臺南市歸仁區歸仁區歸仁十三路近高發三路口（武東段164地號）,06-2210036,336,0,336,8,8,8,0,0,22.925586,120.292727
民營停車場,B00071,日月亭健康路停車場,臺南市南區健康路二段386號旁(新興段233-21，233-22與233-23等3筆地號),06-312-1033,3,0,20,1,1,1,0,0,22.982432,120.186874
